<<<<<<< Updated upstream
-203.845 -181 22
-297.643 -52 245
80.2658 -43 123
253.064 166 87
54.2489 -89 143
386.309 305 81
-77.4312 -126 48
211.17 123 88
7.08426 -103 110
498.382 415 83
-55.6682 157 212
258.333 21 237
498.991 26 472
114.625 -377 491
66.7863 82 15
-307.782 86 393
52.6532 125 72
226.831 -29 255
156.332 -200 356
106.706 1 105
285.87 -270 555
-673.082 2 675
623.577 359 264
-502.677 -154 348
87.5617 -57 144
406.143 -21 427
122.285 -157 279
-422.972 10 432
133.092 -17 150
-280.309 -335 54
-56.662 -74 17
31.4422 87 55
648.17 -153 801
-158.987 -227 68
341.419 55 286
-128.359 34 162
-200.323 -238 37
-340.857 -40 300
15.2549 284 268
287.527 -3 290
-334.015 -84 250
-11.5873 167 178
-327.757 -259 68
-333.926 19 352
7.23658 -9 16
-35.4879 22 57
32.0559 -232 264
-1.87867 256 257
203.665 -266 469
-388.62 -99 289
169.29 232 62
-249.861 101 350
61.3179 -66 127
-136.285 -86 50

464.282 7 457
-644.174 -305 339
112.893 128 15
-526.082 73 599
402.057 105 297
-316.667 -189 127
-277.467 -85 192
-8.83772 -19 10
70.6233 231 160
33.6877 203 169
97.506 284 186
404.962 130 274
62.0806 466 403
-28.7069 96 124
67.6821 -21 88
-89.4784 -37 52
330.953 225 105
35.8562 254 218
-344.209 -308 36
86.9454 -7 93
363.825 359 4
88.1411 152 63
-237.854 -62 175
70.1649 112 41
48.2341 70 21
-140.854 45 185
-12.6596 203 215
-33.9434 50 83
875.972 507 368
33.0624 97 63
320.21 360 39
-328.312 -146 182
-265.394 -223 42
53.7873 303 249
135.86 -66 201
-371.273 165 536
98.466 300 201
-153.519 -108 45
-111.456 -68 43
-165.195 100 265
69.6448 50 19
183.929 -263 446
-339.93 4 343
164.196 -265 429
-399.232 -189 210
-116.596 272 388
-243.092 -49 194
25.0659 216 190
10.1274 -452 462
426.518 83 343
-422.613 131 553
349.145 -144 493
-10.3344 86 96
70.855 262 191
239.706 104 135
401.518 188 213
223.294 354 130
-153.021 51 204
49.699 -4 53
-25.0076 -119 93
-379.763 -334 45
137.858 325 187
56.4618 35 21
200.023 254 53

-314.415 21 335
-48.0452 -33 15
434.953 -56 490
89.5543 220 130
-126.707 -118 8
346.497 -76 422
-144.991 15 159
164.476 -9 173
276.098 192 84
72.4795 317 244
81.043 -27 108
131.379 -23 154
-56.2119 59 115
-180.68 122 302
58.9486 -101 159
264.09 -90 354
-494.187 -146 348
153.045 42 111
19.9132 166 146
-280.212 26 306
20.8863 0 20
266.593 162 104
4.2268 158 153
26.3916 -10 36
151.564 -199 350
198.753 -320 518
-113.102 -183 69
-74.9415 -217 142
-329.725 -311 18
290.978 47 243
-146.662 85 231
19.4262 254 234
-151.305 -428 276
386.851 17 369
33.6929 -25 58
130.487 100 30
-49.2255 -23 26
81.064 86 4
-270.759 -227 43
110.829 47 63
1.59495 -268 269
-27.3058 -11 16
59.0717 266 206
-200.489 -371 170
-5.70305 192 197
434.663 114 320
226.137 48 178
-148.953 248 396
152.194 -16 168
80.4525 -77 157
-477.744 -260 217
-212.666 -15 197
-13.4164 -54 40
-196.537 -145 51
-282.804 33 315
-528.461 -286 242
-213.563 36 249
-91.0155 442 533
-3.38134 -86 82
78.6563 103 24
286.355 -66 352
381.438 353 28
-286.008 101 387
-44.6471 64 108

-32.5082 308 340
201.674 102 99
-319.159 87 406
501.134 145 356
579.164 23 556
-41.0304 -35 6
163.392 37 126
79.1628 -43 122
132.208 -9 141
37.7001 158 120
62.9822 -1 63
80.3621 325 244
73.9398 -50 123
125.886 -11 136
250.895 86 164
123.58 -22 145
-44.5537 -63 18
-16.7869 81 97
248.683 93 155
-95.6828 191 286
-115.591 -89 26
136.195 63 73
7.18554 47 39
-45.9713 -54 8
-228.853 186 414
-43.3318 115 158
-121.835 -36 85
-282.097 -83 199
-49.8376 -18 31
381.906 261 120
-508.25 -295 213
34.8453 -321 355
-396.529 -377 19
-120.601 14 134
180.932 -79 259
321.431 280 41
-94.9405 -86 8
170.116 158 12
-222.638 128 350
370.422 161 209
-173.229 -163 10
127.03 164 36
231.574 -12 243
-148.635 -86 62
40.5495 147 106
-479.123 54 533
-132.807 121 253
-239.265 -196 43
42.0381 -107 149
111.189 89 22
418.407 376 42
-539.664 -120 419
-301.279 -105 196
-351.043 1 352
16.4813 33 16
401.862 218 183
-37.5584 -7 30
-361.976 -15 346
-94.4679 -218 123
119.161 25 94
-168.408 50 218
-155.362 -144 11
85.3756 -186 271
-160.416 126 286

-130.038 -110 20
107.795 14 93
-167.264 -36 131
220.891 164 56
134.205 207 72
337.117 244 93
-38.6847 139 177
-368.755 -188 180
0.926861 2 1
94.5938 376 281
-387.54 -462 74
-143.348 -97 46
-8.90775 363 371
-404.002 -217 187
-85.2851 -343 257
-189.99 1 190
88.0982 13 75
-518.197 -347 171
-106.71 -186 79
-46.8729 -137 90
-222.951 -216 6
-383.351 -449 65
-135.822 -115 20
347.526 58 289
550.479 18 532
-458.528 -55 403
267.607 -77 344
-481.472 154 635
-145.584 82 227
261.444 287 25
199.237 221 21
185.146 13 172
-28.6887 -103 74
124.892 298 173
99.5496 -252 351
-506.875 -256 250
-312.352 6 318
-66.9975 74 140
-324.003 -314 10
-135.105 81 216
-142.887 109 251
-534.961 -114 420
-206.884 -269 62
-110.125 -58 52
278.486 -84 362
-227.44 26 253
-169.842 201 370
668.625 144 524
487.252 -111 598
-114.765 -76 38
-392.755 -199 193
-160.102 -340 179
-582.574 22 604
173.553 55 118
292.316 -425 717
70.6952 193 122
-258.983 -401 142
-296.375 -214 82
182.666 -146 328
145.45 27 118
101.388 4 97
-202.832 -262 59
140.99 274 133
35.0817 -82 117

157.511 54 103
-367.018 -75 292
820.349 225 595
-469.869 -248 221
-14.3189 376 390
-527.932 126 653
-126.192 -34 92
-528.704 -204 324
136.03 -327 463
-229.869 -250 20
-306.332 -111 195
145.795 -58 203
-457.004 280 737
37.3071 -37 74
131.307 -181 312
123.67 -173 296
44.6941 152 107
126.312 172 45
-113.995 -172 58
85.2804 180 94
3.48053 -83 86
-511.058 -78 433
548.007 -35 583
295.925 90 205
625.215 67 558
71.0059 -287 358
395.017 -71 466
109.838 34 75
84.2457 144 59
-248.592 -316 67
-222.396 102 324
-551.851 144 695
25.0567 75 49
-193.795 16 209
264.848 -47 311
-230.033 168 398
-68.7335 390 458
77.7034 -93 170
92.9403 -222 314
-388.734 199 587
-567.348 -346 221
-298.916 -168 130
-4.8468 -135 130
-193.764 -79 114
83.1445 390 306
-20.0513 -71 50
154.264 65 89
357.852 45 312
68.7548 -111 179
-216.739 -46 170
-339.619 -102 237
-62.2642 -181 118
-12.329 288 300
77.6 45 32
118.865 -109 227
-128.764 -65 63
234.132 -232 466
390.995 -81 471
388.349 389 0
-346.925 305 651
232.212 60 172
85.6281 -56 141
-445.021 -289 156
-28.9319 234 262

-160.587 172 332
-454.634 -74 380
-424.468 -288 136
-28.5966 -249 220
-58.6941 -259 200
614.888 437 177
-367.975 121 488
-205.866 -83 122
159.656 -45 204
210.023 195 15
-618.846 -58 560
-79.6102 -79 0
-79.5976 46 125
63.7807 303 239
-474.505 -165 309
-189.469 -1 188
80.8597 106 25
332.822 -160 492
322.744 390 67
-102.871 -150 47
-54.3751 109 163
401.751 144 257
-205.365 -19 186
-95.3203 -136 40
-21.4234 67 88
-253.467 -130 123
327.293 256 71
362.84 222 140
-193.878 -158 35
-403.311 -245 158
66.6761 -74 140
-429.349 85 514
154.387 22 132
-107.575 -154 46
327.612 43 284
-195.1 -107 88
-82.4414 -75 7
154.07 0 154
192.021 -122 314
151.243 -134 285
35.9674 -494 529
-111.55 143 254
113.077 480 366
-221.556 -124 97
-109.593 -5 104
590.797 213 377
72.6284 -106 178
491.786 311 180
-536.684 -402 134
183.719 199 15
39.7632 -50 89
-285.035 -319 33
-62.0188 62 124
-96.6733 -23 73
93.9804 -64 157
-15.4166 243 258
-238.037 -196 42
248.844 -246 494
-397.224 -346 51
-472.511 -207 265
144.172 10 134
-403.34 -127 276
35.9102 212 176
222.049 52 170

-217.743 -346 128
286.886 238 48
-196.1 125 321
222.619 -74 296
232.939 223 9
-203.465 -305 101
-67.7863 -298 230
79.3068 -95 174
-123.079 75 198
118.159 -220 338
139.105 85 54
43.0447 133 89
89.8631 68 21
158.597 -76 234
91.4454 228 136
104.213 19 85
453.364 83 370
-98.1033 197 295
-3.85933 68 71
217.052 147 70
-254.38 -84 170
-219.342 60 279
-219.2 -125 94
522.382 449 73
307.514 428 120
-253.242 208 461
214.446 153 61
-330.359 -21 309
150.499 189 38
-189.072 94 283
-34.3534 -104 69
43.0569 92 48
-386.204 -212 174
84.8296 -362 446
307.805 83 224
259.72 -165 424
54.6361 21 33
345.962 -144 489
185.167 -21 206
22.9895 118 95
-96.7327 2 98
-115.98 -20 95
210.534 -186 396
-55.4483 -152 96
-125.73 71 196
243.042 193 50
-68.5212 -29 39
-310.133 -241 69
-47.1661 -157 109
-161.159 -80 81
133.522 31 102
455.453 110 345
-122.713 38 160
113.292 152 38
-257.499 99 356
258.016 384 125
-255.335 -241 14
496.335 219 277
-454.961 -137 317
146.31 19 127
-198.269 297 495
-105.252 207 312
296.964 351 54
-380.773 10 390

-633.123 -278 355
276.428 -155 431
-295.257 -314 18
65.9121 -104 169
-40.3069 9 49
667.977 140 527
-460.246 51 511
109.576 90 19
220.834 -63 283
88.7228 -144 232
206.653 173 33
-3.26778 -13 9
-310.279 -349 38
148.799 -317 465
101.878 80 21
-118.415 -222 103
-257.36 -333 75
52.2661 269 216
-555.189 -43 512
-170.111 -228 57
72.0596 332 259
7.13356 69 61
325.351 225 100
-168.962 74 242
85.7765 -355 440
-362.696 -61 301
-519.138 -123 396
199.702 71 128
147.728 -33 180
179 287 107
216.509 120 96
75.6987 108 32
340.352 56 284
60.226 427 366
-2.63354 -66 63
154.642 -57 211
213.701 50 163
541.815 143 398
-192.822 24 216
41.7401 63 21
222.976 47 175
-133.361 -32 101
-534.711 -251 283
-45.1226 145 190
-355.944 -197 158
322.657 -155 477
-146.702 152 298
-194.159 41 235
-332.2 -105 227
-440.564 -49 391
-72.3521 -100 27
212.533 -43 255
4.40997 -162 166
196.951 -295 491
-99.5 -477 377
-103.873 260 363
59.9371 -34 93
-71.0221 -186 114
-54.3745 303 357
-271.287 -52 219
-172.904 -236 63
-344.196 -239 105
-408.489 107 515
-87.9964 -133 45

192.388 131 61
192.459 27 165
-302.158 -176 126
122.363 96 26
385.143 153 232
352.409 86 266
53.0488 -43 96
-71.1807 39 110
45.712 -205 250
-213.103 -136 77
232.528 -152 384
131.981 248 116
-173.817 -377 203
533.837 29 504
88.5177 184 95
-152.558 -339 186
-295.873 -195 100
19.7482 -230 249
-198.689 -161 37
336.156 -56 392
-185.332 -12 173
314.189 401 86
-78.0873 -35 43
-88.9774 -198 109
-192.243 23 215
-87.472 93 180
-70.2773 -32 38
-125.243 188 313
-298.66 -412 113
-304.804 -155 149
-38.7718 167 205
-79.2707 -78 1
-162.326 -195 32
-291.953 -134 157
313.681 143 170
-133.016 -17 116
-218.736 -104 114
570.069 476 94
127.847 -82 209
-131.495 -149 17
119.919 -58 177
308.467 444 135
-153.247 -148 5
17.5602 137 119
-243.971 -92 151
-79.735 -85 5
-95.5549 -87 8
77.0712 -97 174
-337.445 -373 35
-230.404 234 464
460.356 303 157
62.4519 173 110
158.622 168 9
-240.834 179 419
-277.244 -374 96
-199.729 -218 18
-157.353 -364 206
55.5227 -88 143
48.3515 -131 179
-421.578 -186 235
-269.577 233 502
-397.922 -371 26
146.54 -91 237
-207.433 -121 86

-468.679 -103 365
258.8 172 86
203.55 34 169
333.54 43 290
-412.768 -28 384
-430.905 -208 222
373.472 153 220
18.9598 2 16
-568.162 -172 396
4.73575 371 366
415.473 -104 519
183.986 87 96
124.764 136 11
42.6752 -20 62
129.458 155 25
64.6975 20 44
-5.87122 -44 38
-114.293 -89 25
195.662 -19 214
-37.3003 104 141
-434.863 -176 258
373.714 109 264
161.31 21 140
405.245 201 204
110.853 111 0
287.66 -16 303
-31.7325 140 171
-296.017 -293 3
-502.734 -354 148
-60.4019 110 170
272.234 93 179
-6.72357 30 36
8.73747 -225 233
212.853 121 91
-147.207 -173 25
-177.981 -56 121
-333.712 -223 110
-378.679 203 581
-46.1961 218 264
-698.469 -341 357
345.261 220 125
25.9056 -107 132
-483.602 -465 18
-463.106 60 523
372.587 -162 534
242.311 277 34
668.286 432 236
-100.552 -175 74
137.63 9 128
-764.9 -362 402
-369.621 -208 161
148.138 33 115
410.923 356 54
221.51 -124 345
3.98647 44 40
305.999 231 74
-568.751 11 579
47.287 422 374
59.0205 209 149
-407.622 -310 97
-171.242 12 183
51.3404 44 7
-270.333 -244 26
323.843 212 111

310.782 -109 419
-9.1492 -385 375
94.2135 62 32
-67.3627 37 104
-513.309 -10 503
35.9729 -133 168
-313.691 -133 180
-143.793 -79 64
149.721 38 111
122.259 -94 216
61.463 207 145
340.741 -73 413
41.8227 -48 89
273.565 -74 347
350.379 140 210
576.948 122 454
28.8872 92 63
-378.842 -316 62
-215.133 -164 51
-103.146 13 116
90.4263 -206 296
-177.81 -246 68
-76.9353 -97 20
57.2286 111 53
363.264 181 182
69.3575 57 12
64.1702 -133 197
-365.314 -149 216
-140.628 47 187
-71.3551 -300 228
-129.18 -117 12
151.719 91 60
-94.4118 187 281
-310.043 -268 42
425.634 182 243
478.672 161 317
274.015 115 159
-267.259 -30 237
-156.206 -71 85
99.7692 -6 105
-336.511 -212 124
-244.03 12 256
66.5809 111 44
141.947 -166 307
56.4326 3 53
-250.927 -85 165
-173.881 255 428
93.7072 -115 208
425.781 128 297
247.368 242 5
202.561 59 143
535.125 170 365
-400.713 80 480
-151.408 145 296
-422.098 -27 395
-346.75 -90 256
35.7075 -66 101
178.051 389 210
-53.6757 -40 13
660.184 116 544
-413.337 -298 115
365.201 302 63
-213.351 -52 161
40.561 -157 197

-269.595 96 365
-331.997 -280 51
214.18 168 46
118.027 188 69
17.213 -171 188
124.114 120 4
-14.2774 143 157
82.3704 -150 232
-543.325 12 555
-215.08 -407 191
-209.043 319 528
166.918 -77 243
239.674 58 181
343.898 265 78
92.6523 121 28
86.6937 127 40
422.316 159 263
287.248 167 120
127.522 171 43
-168.337 245 413
30.0581 -295 325
-209.952 -99 110
327.942 97 230
-2.79448 -11 8
74.0163 164 89
-402.426 0 402
698.647 136 562
-152.014 -77 75
91.3963 9 82
22.9989 -221 243
-88.1009 -150 61
66.6282 -220 286
171.508 -219 390
71.4453 -17 88
-291.934 -196 95
46.1638 2 44
-74.7988 -55 19
-150.758 -232 81
-357.041 -144 213
-117.804 19 136
44.4337 -197 241
23.4365 103 79
480.715 683 202
136.645 176 39
129.842 57 72
-72.4032 124 196
-178.493 -226 47
-273.496 -269 4
89.8668 -17 106
548.005 175 373
-5.5698 -149 143
-581.073 -431 150
-236.121 -116 120
-409.812 127 536
-291.299 -3 288
247.204 141 106
108.948 -108 216
-294.439 18 312
-138.34 251 389
273.061 426 152
-237.676 -78 159
180.404 -48 228
442.813 198 244
-4.91912 -105 100

-217.442 99 316
407.177 99 308
34.0714 293 258
-164.786 -220 55
-5.46771 -4 1
-175.511 -113 62
-114.524 -197 82
-369.122 -175 194
391.822 347 44
292.166 139 153
166.034 499 332
235.966 406 170
-40.5321 66 106
9.34421 28 18
-23.3966 -250 226
265.721 202 63
-181.857 -155 26
120.578 44 76
197.006 265 67
500.591 152 348
263.424 22 241
368.827 -289 657
494.812 206 288
107.445 -114 221
-168.63 47 215
-48.1049 19 67
38.4998 323 284
-397.49 -258 139
-312.148 -110 202
247.025 42 205
-235.71 -336 100
135.305 -264 399
201.303 -22 223
160.261 516 355
-427.95 57 484
124.139 333 208
86.955 197 110
33.1515 6 27
77.8343 159 81
-248.785 261 509
-209.291 -273 63
300.945 290 10
68.7561 225 156
-221.926 -131 90
573.261 229 344
-69.1882 -186 116
158.588 -85 243
-135.077 -48 87
499.083 195 304
-239.922 -79 160
-395.47 -444 48
-63.311 147 210
38.712 91 52
318.743 68 250
-254.303 98 352
202.699 39 163
-10.0044 127 137
-247.885 66 313
-168.233 164 332
117.033 247 129
127.079 -143 270
-313.676 13 326
-499.606 48 547
-317.42 -374 56

248.901 206 42
91.745 -10 101
-71.3947 -116 44
-511.928 -181 330
-212.204 266 478
-301.75 132 433
-20.9551 -137 116
305.227 225 80
-21.6402 -264 242
176.395 35 141
125.531 -131 256
-59.018 351 410
-163.613 -151 12
-30.5108 175 205
27.6497 15 12
-172.99 132 304
-140.326 -137 3
-195.721 -51 144
430.414 208 222
248.691 203 45
76.3083 256 179
194.149 143 51
394.276 172 222
356.813 -116 472
25.3716 215 189
385.826 115 270
104.623 184 79
-289.173 39 328
-151.304 151 302
-218.03 0 218
-787.745 -568 219
-150.481 -125 25
19.4194 51 31
-106.137 -60 46
-188.999 91 279
460.002 243 217
351.481 -66 417
-289.246 -14 275
90.069 -115 205
129.229 272 142
-144.077 -100 44
196.055 247 50
85.2344 -246 331
-50.2111 112 162
223.379 -30 253
-228.718 95 323
-357.748 -277 80
-229.679 -88 141
82.4509 251 168
-39.9775 74 113
211.648 4 207
334.896 117 217
-93.1814 -341 247
-401.886 -334 67
-116.755 -82 34
29.8123 170 140
328.272 -83 411
-392.842 -30 362
-35.8413 200 235
4.55318 347 342
521.037 148 373
-368.718 -72 296
-423.634 -13 410
102.158 229 126

-97.5053 -29 68
266.224 43 223
0.150493 -216 216
176.742 237 60
-362.284 -306 56
-95.9244 -14 81
126.619 108 18
283.578 386 102
25.773 72 46
-476.116 -361 115
48.0205 -124 172
129.575 118 11
105.16 -195 300
575.986 87 488
217.471 -165 382
-240.703 237 477
-41.6365 -268 226
128.489 307 178
-531.36 -358 173
53.1307 4 49
-143.883 -114 29
153.357 84 69
75.1509 310 234
-260.664 -92 168
-60.8218 270 330
-283.632 -68 215
205.287 -89 294
-137.858 -158 20
-115.229 113 228
145.994 120 25
9.54504 55 45
-193.617 57 250
306.576 30 276
69.7384 121 51
101.586 -247 348
11.0733 -11 22
179.606 -135 314
-204.447 -157 47
-310.233 -108 202
369.797 -106 475
27.5801 133 105
9.76143 -394 403
456.567 42 414
52.1732 -128 180
-309.57 -209 100
4.05043 119 114
170.604 160 10
-245.414 171 416
-542.948 -267 275
-3.84381 62 65
179.747 147 32
-86.7259 -162 75
154.888 -18 172
108.244 183 74
419.113 622 202
-517.311 -136 381
-79.9787 -15 64
-15.9588 -108 92
-142.692 195 337
273.304 -117 390
-109.768 -190 80
602.367 32 570
297.482 29 268
111.193 332 220

-62.7426 174 236
-90.4925 421 511
-377.97 198 575
157.685 13 144
-451.661 -530 78
57.7849 92 34
8.84073 -475 483
140.123 57 83
467.332 119 348
-320.644 -235 85
151.032 26 125
1.53755 -289 290
-139.104 -73 66
31.2043 94 62
-400.489 -331 69
256.789 -83 339
-2.32065 -118 115
70.4794 -34 104
84.7153 -157 241
217.364 178 39
234.051 -25 259
-239.834 72 311
-100.56 114 214
267.868 289 21
767.092 709 58
-367.969 -70 297
-236.937 387 623
67.4592 179 111
-358.082 64 422
208.719 340 131
401.204 23 378
-346.488 -722 375
231.405 295 63
-440.547 -38 402
81.6171 -67 148
214.607 196 18
129.743 248 118
-176.694 13 189
507.423 108 399
87.0864 82 5
391.288 -51 442
224.955 -75 299
43.9989 -285 328
65.5668 -278 343
-38.8538 -79 40
-321.619 -332 10
-580.336 -252 328
-26.0296 -29 2
355.478 84 271
-76.1625 73 149
-382.844 -429 46
401.886 120 281
-70.6797 -57 13
348.724 371 22
14.8639 -1 15
433.812 -146 579
330.906 166 164
-306.821 -361 54
93.3918 -26 119
-84.153 -225 140
-139.637 -78 61
119.232 49 70
117.521 222 104
72.0399 36 36

-282.197 29 311
-53.4916 -212 158
158.715 -99 257
123.324 75 48
-23.0414 79 102
-278.422 -150 128
-228.237 -137 91
165.543 -1 166
-305.144 -219 86
197.438 -135 332
73.6817 -91 164
159.721 -265 424
271.837 -139 410
10.3483 134 123
-183.326 -169 14
49.0841 110 60
-61.6073 -119 57
-158.397 -235 76
-408.482 -107 301
56.8212 100 43
-307.178 278 585
-92.4799 164 256
-256.361 -252 4
-153.142 30 183
-63.0354 51 114
-337.172 -457 119
-30.9765 -44 13
-187.981 -176 11
112.296 66 46
57.9997 -234 291
384.39 261 123
-5.86399 118 123
110.687 221 110
-134.614 -211 76
192.817 73 119
-122.477 -74 48
-28.8546 -228 199
145.082 4 141
-293.805 -448 154
-147.916 -4 143
43.4776 181 137
187.746 64 123
-607.156 -227 380
-132.897 -43 89
207.369 65 142
86.7024 18 68
560.451 22 538
79.375 164 84
-171.918 -106 65
291.272 154 137
171.365 90 81
115.979 -88 203
-141.881 -25 116
196.083 59 137
-282.297 -77 205
240.876 -179 419
240.668 51 189
-225.413 -140 85
73.7955 -396 469
695.273 399 296
-39.7596 43 82
77.3178 -92 169
283.38 314 30
-280.726 -173 107

-357.076 -266 91
128.932 -39 167
-71.9278 -148 76
90.2349 126 35
121.11 -59 180
-352.66 -289 63
10.9845 0 10
257.746 109 148
38.0722 154 115
-166.508 42 208
418.844 168 250
-53.9176 -121 67
165.921 57 108
60.6683 148 87
271.522 65 206
-63.6917 -227 163
109.891 287 177
159.477 350 190
-354.09 -25 329
-79.6387 76 155
-482.868 171 653
-202.517 -373 170
-243.334 -119 124
-41.241 -67 25
55.3139 -220 275
-216.781 154 370
131.083 3 128
177.386 141 36
-69.6994 116 185
238.048 180 58
107.664 -192 299
212.679 -12 224
8.8326 132 123
10.6554 -60 70
420.073 34 386
387.771 58 329
-358.466 -64 294
-263.156 176 439
-149.19 71 220
-250.414 -71 179
-249.094 35 284
-92.9749 -8 84
-156.403 132 288
17.8666 286 268
-81.7602 -72 9
-140.251 -165 24
-241.338 -38 203
-148.155 55 203
187.162 295 107
87.5109 -420 507
23.8179 -65 88
322.01 127 195
341.322 396 54
-298.183 24 322
-28.9897 -16 12
77.0516 218 140
13.9587 -7 20
8.16304 113 104
-170.599 8 178
-300.538 -215 85
131.38 -87 218
450.62 200 250
5.96241 -141 146
192.552 89 103

-242.382 5 247
-117.732 59 176
-253.986 -209 44
-214.273 -79 135
109.092 134 24
-461.563 102 563
129.228 -87 216
-152.925 -342 189
-26.7266 22 48
129.201 -143 272
316.113 24 292
419.515 35 384
543.565 269 274
-212.363 103 315
-624.679 -19 605
-110.714 113 223
-46.0909 120 166
75.2163 141 65
183.203 -20 203
-300.115 118 418
-23.5788 246 269
-114.196 -356 241
-170.368 -473 302
255.447 1 254
124.7 17 107
-566.578 -88 478
-320.118 121 441
326.418 313 13
105.353 -23 128
-51.6386 -104 52
292.253 178 114
114.914 -3 117
96.7936 165 68
183.544 363 179
-368.935 -375 6
-27.2121 76 103
415.049 261 154
135.789 28 107
60.1813 -41 101
71.4867 196 124
276.467 18 258
-74.1279 -37 37
-117.213 434 551
99.5605 92 7
170.803 157 13
-166.808 86 252
-588.084 -297 291
-290.288 -109 181
-115.703 45 160
-583.525 -152 431
93.3958 240 146
-395.686 -86 309
-18.1852 -163 144
-305.8 -362 56
349.178 277 72
252.935 239 13
233.881 76 157
152.441 -106 258
-125.843 11 136
-27.2451 166 193
29.7499 48 18
-263.215 -136 127
44.652 -37 81
74.4192 197 122

255.179 348 92
352.675 268 84
139.896 137 2
-370.755 256 626
519.666 104 415
-56.5591 161 217
162.289 125 37
-0.645073 199 199
64.7012 53 11
-445.427 -193 252
77.8826 -235 312
-562.826 -217 345
198.725 222 23
-123.005 -43 80
64.55 58 6
-39.4258 66 105
14.1516 -38 52
-52.9569 -41 11
217.898 -93 310
-92.0072 -310 217
208.549 91 117
71.0928 -48 119
-43.1951 188 231
346.846 236 110
-40.502 -186 145
228.361 113 115
-28.7778 170 198
-274.626 -73 201
-419.478 -206 213
294.642 229 65
240.579 -48 288
36.9593 80 43
359.889 268 91
-46.5817 -23 23
-216.161 -128 88
57.809 182 124
-45.4401 -170 124
49.5265 -106 155
-495.167 -27 468
-164.891 -80 84
455.492 -173 628
196.188 -194 390
-339.629 -14 325
487.805 360 127
-286.215 -317 30
-205.456 -204 1
322.342 166 156
-138.159 201 339
46.2923 191 144
326.359 -130 456
347.261 150 197
-192.232 -22 170
181.402 -153 334
-313.725 -223 90
-92.4765 61 153
3.11443 -7 10
-214.387 -40 174
-55.1385 124 179
288.983 305 16
-299.243 6 305
185.788 39 146
-392.528 -520 127
-253.176 -196 57
-119.927 -122 2

-38.1427 -39 0
111.699 -178 289
352.016 -28 380
172.352 218 45
272.771 344 71
-457.834 -238 219
-193.716 88 281
-199.253 -279 79
-3.93625 156 159
588.273 66 522
156.786 -90 246
196.285 111 85
139.586 -42 181
256.063 -157 413
-64.7323 187 251
-126.051 -23 103
209.856 12 197
-229.572 120 349
-88.1267 103 191
-278.524 -286 7
41.4314 19 22
626.824 18 608
6.40404 -312 318
26.1226 178 151
-662.935 84 746
-75.3297 51 126
-309.012 -60 249
130.862 112 18
452.33 289 163
-359.953 -20 339
234.115 124 110
-37.5309 -123 85
-186.03 59 245
-438.441 29 467
199.477 -58 257
-323.705 -38 285
235.302 -33 268
383.691 230 153
259.262 143 116
45.6902 155 109
7.78733 44 36
-76.2209 -69 7
167.699 -491 658
-272.642 96 368
-117.843 -158 40
-138.882 -32 106
368.343 57 311
396.723 62 334
29.819 -230 259
-529.611 -280 249
97.0493 106 8
-160.2 52 212
-312.519 148 460
-26.8304 -156 129
550.887 -314 864
414.133 245 169
-82.539 -215 132
2.37534 -302 304
-39.6819 -95 55
191.158 -56 247
-376.29 -54 322
-252.955 25 277
-355.912 -250 105
424.319 123 301

-620.768 -136 484
13.7555 -193 206
-17.5359 190 207
252.831 -45 297
13.1029 20 6
-283.936 64 347
-495.689 -247 248
167.017 200 32
102.709 113 10
-28.2537 -375 346
-161.552 -62 99
125.585 -21 146
-72.9714 49 121
-38.8102 -51 12
-38.8176 22 60
280.894 123 157
184.978 164 20
-27.5067 -253 225
-145.395 -86 59
-291.031 78 369
252.985 254 1
-13.1892 130 143
-348.667 -204 144
-107.813 424 531
370.001 -18 388
-490.742 -275 215
70.8726 -58 128
-29.6884 197 226
242.911 -163 405
161.103 138 23
150.673 -36 186
53.0926 16 37
-249.862 -114 135
-185.512 126 311
25.6784 -50 75
-88.4508 -62 26
-72.2641 -129 56
116.402 25 91
163.376 1 162
78.9061 -23 101
246.774 -114 360
-360.216 -70 290
-290.106 -161 129
-59.0041 -101 41
-55.1832 76 131
119.586 248 128
-251.385 320 571
52.0216 -166 218
-331.557 -112 219
-376.851 -244 132
-95.2183 277 372
173.62 145 28
70.1107 226 155
306.644 10 296
-317.489 29 346
308.793 360 51
198.721 -32 230
-368.874 -102 266
33.0034 -220 253
-400.331 -77 323
-133.769 -134 0
-475.713 -90 385
-183.469 116 299
241.494 253 11

432.799 341 91
74.7811 134 59
32.3968 50 17
558.339 93 465
-22.2698 -107 84
-259.479 -10 249
-4.55781 -138 133
-35.8 -93 57
-340.268 34 374
275.3 134 141
8.95486 52 43
-274.467 -143 131
255.778 59 196
-87.0904 82 169
332.307 245 87
-26.4628 -306 279
-165.991 -392 226
-587.562 -402 185
181.08 544 362
-140.578 127 267
89.0482 -97 186
-56.257 81 137
99.1663 135 35
-239.759 273 512
-72.1995 273 345
190.364 162 28
282.545 -54 336
-73.605 -42 31
7.30108 -70 77
-39.6663 105 144
-196.507 137 333
93.8128 75 18
-502.623 -330 172
-47.4096 -227 179
278.927 -74 352
58.6737 42 16
-34.5764 209 243
228.446 34 194
625.571 -320 945
57.8715 -71 128
224.98 193 31
-40.1302 -61 20
206.34 -108 314
-364.886 -24 340
81.3482 -56 137
